"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","1994","Stratum_6"," [g]",62922.6888145518,18143.0221235349,0.288338315881681
"1","1995","Stratum_6"," [g]",50003.9127728656,15074.7235611291,0.301470879481043
"1","1996","Stratum_6"," [g]",78702.8602148551,22548.5900364579,0.286502802755852
"1","1997","Stratum_6"," [g]",65096.5599484498,18835.1257413625,0.289341337795394
"1","1998","Stratum_6"," [g]",54848.3442021583,14704.8804375511,0.268100717559537
"1","1999","Stratum_6"," [g]",95987.0253126758,27009.7554433599,0.28138964985503
"1","2000","Stratum_6"," [g]",103358.525435261,30922.313834633,0.299175261106073
"1","2001","Stratum_6"," [g]",81065.7381810017,25494.3896200699,0.314490316033965
"1","2002","Stratum_6"," [g]",84773.3304714633,26220.5127677577,0.309301435037804
"1","2003","Stratum_6"," [g]",71117.0856165227,21550.4769777053,0.30302812314202
"1","2004","Stratum_6"," [g]",57571.994370382,17442.3494338318,0.30296587124668
"1","2005","Stratum_6"," [g]",70914.0001780418,22509.0285068513,0.317413041858288
"1","2006","Stratum_6"," [g]",67572.3207147648,20527.4368908467,0.303784695770577
"1","2007","Stratum_6"," [g]",131189.639544438,38549.6235832029,0.293846554629377
"1","2008","Stratum_6"," [g]",97594.4963134125,28033.1731592828,0.28724133243393
"1","2009","Stratum_6"," [g]",69725.4953135743,18748.2282311629,0.268886268169871
"1","2010","Stratum_6"," [g]",76027.0290862373,20649.2450018989,0.27160399728992
"1","2011","Stratum_6"," [g]",80248.2664559395,23298.8816979258,0.290335015656919
"1","2012","Stratum_6"," [g]",88558.0865960991,25434.176068524,0.287203315316936
"1","2013","Stratum_6"," [g]",73815.7996649462,19998.3322908992,0.270922111277975
"1","2014","Stratum_6"," [g]",61508.0731197623,17845.3749121413,0.290130612243283
"1","2015","Stratum_6"," [g]",83025.3920881019,23890.0270429973,0.28774362206741
"1","2016","Stratum_6"," [g]",75825.0306275928,21566.4666274138,0.284424107038418
"1","2017","Stratum_6"," [g]",69609.0253991022,20890.9389779917,0.300118251307411
"1","2018","Stratum_6"," [g]",57453.7220305361,16939.9908821316,0.294845839110791
"1","2019","Stratum_6"," [g]",64026.5333693105,18198.7797764849,0.284238093471542
"1","2020","Stratum_6"," [g]",62088.319208431,22716.745019343,0.365877918889749
"1","2021","Stratum_6"," [g]",62283.5584060848,24126.5770522069,0.387366709122544
"1","1985","Stratum_7"," [g]",5181.42736762871,1756.46312383807,0.338992134640676
"1","1986","Stratum_7"," [g]",5560.73114350248,2031.73682306537,0.365372245237819
"1","1987","Stratum_7"," [g]",4189.7993246981,1443.44644488501,0.344514458336025
"1","1988","Stratum_7"," [g]",2525.67233050839,860.203425460832,0.340583936827499
"1","1989","Stratum_7"," [g]",2886.71435038423,947.245812429088,0.32813978019786
"1","1990","Stratum_7"," [g]",4044.71797441882,1349.83160094396,0.333727001358584
"1","1991","Stratum_7"," [g]",2469.92969561666,869.873693429856,0.352185608753807
"1","1992","Stratum_7"," [g]",3443.92941854359,1137.41669068841,0.330267131656089
"1","1993","Stratum_7"," [g]",3200.07372099695,1042.12246777329,0.325655768782923
"1","1994","Stratum_7"," [g]",2250.80858558372,816.081386488268,0.362572540248521
"1","1995","Stratum_7"," [g]",1928.02029784562,691.068196528137,0.358434087701431
"1","1996","Stratum_7"," [g]",3353.48686265061,1137.12188772757,0.33908642982689
"1","1997","Stratum_7"," [g]",2779.6325256477,975.655527763924,0.351001622970496
"1","1998","Stratum_7"," [g]",1431.46549659837,482.25858833746,0.336898506798427
"1","1999","Stratum_7"," [g]",2657.23609328702,880.956627234922,0.331531183646226
"1","2000","Stratum_7"," [g]",3264.30735415868,1139.20620455366,0.348988646275091
"1","2001","Stratum_7"," [g]",2956.48022846084,1072.82965029858,0.362873947192638
"1","2002","Stratum_7"," [g]",3556.0678064551,1279.54743511114,0.359820876527849
"1","2003","Stratum_7"," [g]",2435.61141630018,816.096444852671,0.335068410088324
"1","2004","Stratum_7"," [g]",1949.42009506953,704.452073764654,0.361364939012557
"1","2005","Stratum_7"," [g]",3138.79213097727,1123.71801100234,0.35800969421077
"1","2006","Stratum_7"," [g]",2999.43754938229,1031.99350872119,0.344062342266044
"1","2007","Stratum_7"," [g]",14704.9098348211,5019.09107402707,0.341320764996593
"1","2008","Stratum_7"," [g]",4175.11314244664,1276.36537450995,0.305707972685499
"1","2009","Stratum_7"," [g]",2908.86428717276,850.201285966467,0.292279460996378
"1","2010","Stratum_7"," [g]",2711.65263300525,798.01611404419,0.294291423735853
"1","2011","Stratum_7"," [g]",2529.65463765468,776.890910851859,0.30711342935419
"1","2012","Stratum_7"," [g]",2564.71775868203,810.040991382647,0.315840208397402
"1","2013","Stratum_7"," [g]",2216.01242303448,660.53506396491,0.298073718855967
"1","2014","Stratum_7"," [g]",2120.21574250324,651.686210272042,0.307367876394798
"1","2015","Stratum_7"," [g]",3434.89252959053,1054.61471471412,0.307029901409998
"1","2016","Stratum_7"," [g]",2327.35658872543,722.057011094512,0.310247692421704
"1","2017","Stratum_7"," [g]",2760.06740297914,897.056955261677,0.325012698709249
"1","2018","Stratum_7"," [g]",2110.58271581664,706.588845026122,0.334783773093075
"1","2019","Stratum_7"," [g]",1692.78542214352,516.820919974717,0.305307993094767
"1","2020","Stratum_7"," [g]",2537.33554614762,788.887625680898,0.310911825154008
"1","2021","Stratum_7"," [g]",2611.71079824356,900.459054325402,0.34477747495281
"1","1985","Stratum_8"," [g]",110916.989827612,33143.6920012505,0.298815285672309
"1","1986","Stratum_8"," [g]",105882.975858757,31635.3393946101,0.298776447658688
"1","1987","Stratum_8"," [g]",116245.989716725,33842.5801073258,0.291129011760281
"1","1988","Stratum_8"," [g]",63670.8543634492,18268.4964593683,0.286920862645994
"1","1989","Stratum_8"," [g]",69561.6325172717,19766.5015058789,0.284158102542675
"1","1990","Stratum_8"," [g]",83990.9922073616,24568.9879835702,0.292519320678019
"1","1991","Stratum_8"," [g]",77195.410677641,22452.7012952906,0.290855390212904
"1","1992","Stratum_8"," [g]",83533.0792454387,23126.1467932912,0.276850165254192
"1","1993","Stratum_8"," [g]",87484.8646028832,24408.4923942673,0.27900245951187
"1","1994","Stratum_8"," [g]",62922.6888145518,18143.0221235349,0.288338315881681
"1","1995","Stratum_8"," [g]",50003.9127728656,15074.7235611291,0.301470879481043
"1","1996","Stratum_8"," [g]",78702.8602148551,22548.5900364579,0.286502802755852
"1","1997","Stratum_8"," [g]",65096.5599484498,18835.1257413625,0.289341337795394
"1","1998","Stratum_8"," [g]",54848.3442021583,14704.8804375511,0.268100717559537
"1","1999","Stratum_8"," [g]",95987.0253126758,27009.7554433599,0.28138964985503
"1","2000","Stratum_8"," [g]",103358.525435261,30922.313834633,0.299175261106073
"1","2001","Stratum_8"," [g]",81065.7381810017,25494.3896200699,0.314490316033965
"1","2002","Stratum_8"," [g]",84773.3304714633,26220.5127677577,0.309301435037804
"1","2003","Stratum_8"," [g]",71117.0856165227,21550.4769777053,0.30302812314202
"1","2004","Stratum_8"," [g]",57571.994370382,17442.3494338318,0.30296587124668
"1","2005","Stratum_8"," [g]",70914.0001780418,22509.0285068513,0.317413041858288
"1","2006","Stratum_8"," [g]",67572.3207147648,20527.4368908467,0.303784695770577
"1","2007","Stratum_8"," [g]",131189.639544438,38549.6235832029,0.293846554629377
"1","2008","Stratum_8"," [g]",97594.4963134125,28033.1731592828,0.28724133243393
"1","2009","Stratum_8"," [g]",69725.4953135743,18748.2282311629,0.268886268169871
"1","2010","Stratum_8"," [g]",76027.0290862373,20649.2450018989,0.27160399728992
"1","2011","Stratum_8"," [g]",80248.2664559395,23298.8816979258,0.290335015656919
"1","2012","Stratum_8"," [g]",88558.0865960991,25434.176068524,0.287203315316936
"1","2013","Stratum_8"," [g]",73815.7996649462,19998.3322908992,0.270922111277975
"1","2014","Stratum_8"," [g]",61508.0731197623,17845.3749121413,0.290130612243283
"1","2015","Stratum_8"," [g]",83025.3920881019,23890.0270429973,0.28774362206741
"1","2016","Stratum_8"," [g]",75825.0306275928,21566.4666274138,0.284424107038418
"1","2017","Stratum_8"," [g]",69609.0253991022,20890.9389779917,0.300118251307411
"1","2018","Stratum_8"," [g]",57453.7220305361,16939.9908821316,0.294845839110791
"1","2019","Stratum_8"," [g]",64026.5333693105,18198.7797764849,0.284238093471542
"1","2020","Stratum_8"," [g]",62088.319208431,22716.745019343,0.365877918889749
"1","2021","Stratum_8"," [g]",62283.5584060848,24126.5770522069,0.387366709122544
"1","1985","Stratum_9"," [g]",31377.9135572947,10342.6823362708,0.329616636790891
"1","1986","Stratum_9"," [g]",26124.2371250208,8798.51665974316,0.336795161429472
"1","1987","Stratum_9"," [g]",28444.6782743352,9191.0934814574,0.323121723958828
"1","1988","Stratum_9"," [g]",16459.7497601441,5213.69011552653,0.316753911298884
"1","1989","Stratum_9"," [g]",17956.3720993371,5832.68652789492,0.3248254433372
"1","1990","Stratum_9"," [g]",22834.9923512928,7406.6947962681,0.324357226940291
"1","1991","Stratum_9"," [g]",16401.523419604,5448.87429957195,0.332217572732246
"1","1992","Stratum_9"," [g]",20297.1833558747,6226.40566289168,0.306762054306889
"1","1993","Stratum_9"," [g]",22983.9567512614,7162.71833719755,0.311639915385955
"1","1994","Stratum_9"," [g]",16965.2392149809,5426.93665766967,0.319885654950123
"1","1995","Stratum_9"," [g]",11118.8385532971,3869.85153060034,0.348044583258456
"1","1996","Stratum_9"," [g]",20639.7932480944,6403.79677584989,0.310264579633866
"1","1997","Stratum_9"," [g]",15579.629176618,5014.77831740989,0.321880467151047
"1","1998","Stratum_9"," [g]",12413.0217592446,3710.37306857357,0.298909736930918
"1","1999","Stratum_9"," [g]",21111.6607663869,6664.80402571763,0.315693023844389
"1","2000","Stratum_9"," [g]",24054.338424069,7995.59113207391,0.332397050008801
"1","2001","Stratum_9"," [g]",19214.85435139,6720.55285385603,0.349758199097142
"1","2002","Stratum_9"," [g]",18129.9199957018,6231.84594599748,0.343732677666251
"1","2003","Stratum_9"," [g]",17910.7319275817,5878.65603157185,0.328219754242372
"1","2004","Stratum_9"," [g]",12186.65075209,4147.58270533012,0.34033819379117
"1","2005","Stratum_9"," [g]",20075.0875189769,6865.10882913911,0.341971551688108
"1","2006","Stratum_9"," [g]",18123.0312639973,5918.93393118579,0.326597347042279
"1","2007","Stratum_9"," [g]",33562.678509314,11247.6189858061,0.335122805609354
"1","2008","Stratum_9"," [g]",24427.839521545,7776.21599995469,0.31833416922099
"1","2009","Stratum_9"," [g]",17638.3689307955,5301.89325534924,0.30058863583993
"1","2010","Stratum_9"," [g]",21326.8144847253,6310.70930012515,0.295904918413625
"1","2011","Stratum_9"," [g]",23671.9967248594,7610.64576902548,0.321504174636569
"1","2012","Stratum_9"," [g]",20592.6922781278,6598.695621641,0.320438703813863
"1","2013","Stratum_9"," [g]",15988.3384701567,4909.81022067849,0.307086957775068
"1","2014","Stratum_9"," [g]",16007.6355855191,5094.42641921838,0.318249774740433
"1","2015","Stratum_9"," [g]",17389.3301458645,5673.25217601641,0.326249034806302
"1","2016","Stratum_9"," [g]",16855.9994541669,5404.28616968511,0.320614994345478
"1","2017","Stratum_9"," [g]",15847.7211323509,5581.56247671167,0.352199690422221
